,_id,amenities
0,1003530,Internet
1,1003530,Wifi
2,1003530,Air conditioning
3,1003530,Kitchen
4,1003530,Elevator
5,1003530,Buzzer/wireless intercom
6,1003530,Heating
7,1003530,Family/kid friendly
8,1003530,Washer
9,1003530,Dryer
10,1003530,translation missing: en.hosting_amenity_50
11,10133554,Internet
12,10133554,Wifi
13,10133554,Air conditioning
14,10133554,Free parking on premises
15,10133554,Smoking allowed
16,10133554,Heating
17,10133554,Family/kid friendly
18,10133554,Suitable for events
19,10133554,Washer
20,10133554,Dryer
21,10133554,Fire extinguisher
22,10133554,Essentials
23,10133554,Shampoo
24,10133554,Hangers
25,10133554,Hair dryer
26,10133554,Iron
27,10133554,Laptop friendly workspace
28,10133554,Self check-in
29,10133554,Building staff
30,10059872,Air conditioning
31,10059872,Kitchen
32,10059872,Smoking allowed
33,10059872,Doorman
34,10059872,Elevator
35,10059872,Heating
36,10059872,Family/kid friendly
37,10059872,Essentials
38,10059872,24-hour check-in
39,10059872,translation missing: en.hosting_amenity_50
40,10084023,TV
41,10084023,Wifi
42,10084023,Air conditioning
43,10084023,Kitchen
44,10084023,Elevator
45,10084023,First aid kit
46,10084023,Hangers
47,10084023,Hair dryer
48,10084023,Iron
49,10084023,Laptop friendly workspace
50,10084023,Hot water
51,10084023,Microwave
52,10084023,Refrigerator
53,10084023,Dishes and silverware
54,10084023,Stove
55,10084023,Long term stays allowed
56,10084023,Host greets you
57,10091713,TV
58,10091713,Wifi
59,10091713,Kitchen
60,10091713,Elevator
61,10091713,Heating
62,10091713,Washer
63,10091713,Dryer
64,10091713,Smoke detector
65,10091713,Essentials
66,10091713,Shampoo
67,10091713,Iron
68,10091713,Laptop friendly workspace
69,10091713,translation missing: en.hosting_amenity_49
70,10091713,translation missing: en.hosting_amenity_50
71,10091713,Hot water
72,10091713,Bed linens
73,10091713,Ethernet connection
74,10091713,Other
75,10112159,TV
76,10112159,Cable TV
77,10112159,Wifi
78,10112159,Family/kid friendly
79,10112159,Smoke detector
80,10112159,Fire extinguisher
81,10112159,Essentials
82,10112159,Shampoo
83,10112159,Lock on bedroom door
84,10112159,Hangers
85,10112159,Hair dryer
86,10112159,Hot water
87,10112159,Long term stays allowed
88,10112159,Other
89,10096773,TV
90,10096773,Internet
91,10096773,Wifi
92,10096773,Kitchen
93,10096773,Heating
94,10096773,Smoke detector
95,10096773,Carbon monoxide detector
96,10096773,Fire extinguisher
97,10096773,Essentials
98,10140368,Wifi
99,10140368,Kitchen
100,10140368,Free street parking
101,10140368,Heating
102,10140368,Family/kid friendly
103,10140368,Smoke detector
104,10140368,Carbon monoxide detector
105,10140368,Essentials
106,10140368,Shampoo
107,10140368,Lock on bedroom door
108,10140368,Hangers
109,10140368,Hair dryer
110,10140368,Iron
111,10140368,Laptop friendly workspace
112,10140368,translation missing: en.hosting_amenity_50
113,10140368,Private entrance
114,10140368,Hot water
115,10140368,Host greets you
116,10021707,Internet
117,10021707,Wifi
118,10021707,Air conditioning
119,10021707,Kitchen
120,10021707,Buzzer/wireless intercom
121,10021707,Heating
122,10021707,Smoke detector
123,10021707,Carbon monoxide detector
124,10021707,Essentials
125,10021707,Lock on bedroom door
126,10038496,TV
127,10038496,Cable TV
128,10038496,Internet
129,10038496,Wifi
130,10038496,Air conditioning
131,10038496,Kitchen
132,10038496,Paid parking off premises
133,10038496,Smoking allowed
134,10038496,Doorman
135,10038496,Elevator
136,10038496,Buzzer/wireless intercom
137,10038496,Family/kid friendly
138,10038496,Washer
139,10038496,Fire extinguisher
140,10038496,Essentials
141,10038496,Hangers
142,10038496,Hair dryer
143,10038496,Iron
144,10038496,Laptop friendly workspace
145,10038496,Hot water
146,10038496,Bed linens
147,10038496,Extra pillows and blankets
148,10038496,Microwave
149,10038496,Coffee maker
150,10038496,Refrigerator
151,10038496,Dishes and silverware
152,10038496,Oven
153,10038496,Stove
154,10038496,Long term stays allowed
155,10038496,Wide hallway clearance
156,10038496,Host greets you
157,10059244,TV
158,10059244,Internet
159,10059244,Wifi
160,10059244,Kitchen
161,10059244,Free parking on premises
162,10059244,Heating
163,10059244,Washer
164,10059244,Smoke detector
165,10059244,Essentials
166,10059244,Shampoo
167,10059244,Laptop friendly workspace
168,10059244,Hot water
169,10059244,Bed linens
170,10116578,Cable TV
171,10116578,Wifi
172,10116578,Air conditioning
173,10116578,Wheelchair accessible
174,10116578,Kitchen
175,10116578,Free parking on premises
176,10116578,Doorman
177,10116578,Elevator
178,10116578,Buzzer/wireless intercom
179,10116578,Family/kid friendly
180,10116578,Washer
181,10116578,24-hour check-in
182,10116578,Iron
183,10009999,Wifi
184,10009999,Wheelchair accessible
185,10009999,Kitchen
186,10009999,Free parking on premises
187,10009999,Smoking allowed
188,10009999,Hot tub
189,10009999,Buzzer/wireless intercom
190,10009999,Family/kid friendly
191,10009999,Washer
192,10009999,First aid kit
193,10009999,Essentials
194,10009999,Hangers
195,10009999,Hair dryer
196,10009999,Iron
197,10009999,Laptop friendly workspace
198,10066928,Internet
199,10066928,Wifi
200,10066928,Kitchen
201,10066928,Heating
202,10066928,Family/kid friendly
203,10066928,Washer
204,10066928,Dryer
205,10066928,Essentials
206,10066928,Shampoo
207,10066928,Hangers
208,10066928,Hair dryer
209,10066928,Iron
210,10066928,Laptop friendly workspace
211,10115921,TV
212,10115921,Cable TV
213,10115921,Internet
214,10115921,Wifi
215,10115921,Air conditioning
216,10115921,Wheelchair accessible
217,10115921,Kitchen
218,10115921,Paid parking off premises
219,10115921,Smoking allowed
220,10115921,Doorman
221,10115921,Elevator
222,10115921,Buzzer/wireless intercom
223,10115921,Heating
224,10115921,Family/kid friendly
225,10115921,Suitable for events
226,10115921,Dryer
227,10115921,Smoke detector
228,10115921,Carbon monoxide detector
229,10115921,First aid kit
230,10115921,Safety card
231,10115921,Fire extinguisher
232,10115921,Essentials
233,10115921,Shampoo
234,10115921,24-hour check-in
235,10115921,Hangers
236,10115921,Hair dryer
237,10115921,Iron
238,10115921,Laptop friendly workspace
239,10115921,Self check-in
240,10115921,Building staff
241,10115921,Crib
242,10115921,Hot water
243,10115921,Luggage dropoff allowed
244,10115921,Long term stays allowed
245,10083468,TV
246,10083468,Cable TV
247,10083468,Wifi
248,10083468,Kitchen
249,10083468,Smoking allowed
250,10083468,First aid kit
251,10083468,Fire extinguisher
252,10083468,Essentials
253,10083468,Hangers
254,10083468,Hair dryer
255,10083468,Iron
256,10083468,Laptop friendly workspace
257,10083468,translation missing: en.hosting_amenity_49
258,10083468,translation missing: en.hosting_amenity_50
259,10083468,Hot water
260,10083468,Bed linens
261,10083468,Extra pillows and blankets
262,10083468,Microwave
263,10083468,Coffee maker
264,10083468,Refrigerator
265,10083468,Dishes and silverware
266,10083468,Cooking basics
267,10083468,Stove
268,10083468,Long term stays allowed
269,10083468,Well-lit path to entrance
270,10083468,Step-free access
271,10083468,Wide clearance to bed
272,10083468,Accessible-height bed
273,10083468,Step-free access
274,10083468,Step-free access
275,10083468,Handheld shower head
276,10083468,Paid parking on premises
277,10117617,TV
278,10117617,Kitchen
279,10117617,Elevator
280,10117617,Buzzer/wireless intercom
281,10117617,Heating
282,10117617,Family/kid friendly
283,10117617,Washer
284,10117617,First aid kit
285,10117617,Safety card
286,10117617,Fire extinguisher
287,10117617,Essentials
288,10117617,Shampoo
289,10117617,Hangers
290,10117617,Iron
291,10117617,Laptop friendly workspace
292,10117617,translation missing: en.hosting_amenity_49
293,10117617,Bathtub
294,10117617,Beachfront
295,10133350,TV
296,10133350,Cable TV
297,10133350,Internet
298,10133350,Wifi
299,10133350,Air conditioning
300,10133350,Kitchen
301,10133350,Pets allowed
302,10133350,Pets live on this property
303,10133350,Buzzer/wireless intercom
304,10133350,Heating
305,10133350,Family/kid friendly
306,10133350,Essentials
307,10133350,Shampoo
308,10133350,Hair dryer
309,10133350,Iron
310,10133350,Laptop friendly workspace
311,10051164,TV
312,10051164,Cable TV
313,10051164,Internet
314,10051164,Wifi
315,10051164,Air conditioning
316,10051164,Kitchen
317,10051164,Smoking allowed
318,10051164,Family/kid friendly
319,10051164,First aid kit
320,10051164,Fire extinguisher
321,10051164,Essentials
322,10082307,TV
323,10082307,Internet
324,10082307,Wifi
325,10082307,Air conditioning
326,10082307,Wheelchair accessible
327,10082307,Doorman
328,10082307,Elevator
329,10082307,Family/kid friendly
330,10082307,Shampoo
331,10082307,Hangers
332,10082307,Hair dryer
333,10082307,Iron
334,10069642,TV
335,10069642,Cable TV
336,10069642,Internet
337,10069642,Wifi
338,10069642,Air conditioning
339,10069642,Wheelchair accessible
340,10069642,Kitchen
341,10069642,Free parking on premises
342,10069642,Doorman
343,10069642,Gym
344,10069642,Elevator
345,10069642,Buzzer/wireless intercom
346,10069642,Family/kid friendly
347,10069642,Washer
348,10069642,Essentials
349,10069642,Hair dryer
350,10069642,Iron
351,10108388,TV
352,10108388,Wifi
353,10108388,Air conditioning
354,10108388,Pool
355,10108388,Kitchen
356,10108388,Gym
357,10108388,Elevator
358,10108388,Heating
359,10108388,Washer
360,10108388,Dryer
361,10108388,Smoke detector
362,10108388,Carbon monoxide detector
363,10108388,First aid kit
364,10108388,Fire extinguisher
365,10108388,Essentials
366,10108388,Shampoo
367,10108388,Hangers
368,10108388,Hair dryer
369,10108388,Iron
370,10108388,Laptop friendly workspace
371,10108388,translation missing: en.hosting_amenity_49
372,10108388,translation missing: en.hosting_amenity_50
373,10108388,Self check-in
374,10108388,Building staff
375,10108388,Private living room
376,10108388,Hot water
377,10108388,Bed linens
378,10108388,Extra pillows and blankets
379,10108388,Microwave
380,10108388,Coffee maker
381,10108388,Refrigerator
382,10108388,Dishwasher
383,10108388,Dishes and silverware
384,10108388,Cooking basics
385,10108388,Oven
386,10108388,Stove
387,10108388,Patio or balcony
388,10108388,Cleaning before checkout
389,10108388,Step-free access
390,10108388,Flat path to front door
391,10108388,Well-lit path to entrance
392,10108388,Step-free access
393,10082422,Internet
394,10082422,Wifi
395,10082422,Kitchen
396,10082422,Elevator
397,10082422,Heating
398,10082422,Washer
399,10082422,Shampoo
400,10082422,Hair dryer
401,10082422,Iron
402,10082422,Laptop friendly workspace
403,10120414,TV
404,10120414,Internet
405,10120414,Wifi
406,10120414,Air conditioning
407,10120414,Kitchen
408,10120414,Buzzer/wireless intercom
409,10120414,Family/kid friendly
410,10120414,Washer
411,10120414,Dryer
412,10120414,Essentials
413,10120414,Shampoo
414,10120414,24-hour check-in
415,10120414,Hangers
416,10120414,Hair dryer
417,10120414,Iron
418,10120414,Laptop friendly workspace
419,10138784,Internet
420,10138784,Wifi
421,10138784,Air conditioning
422,10138784,Pets live on this property
423,10138784,Dog(s)
424,10138784,Other pet(s)
425,10138784,Elevator
426,10138784,Buzzer/wireless intercom
427,10138784,Heating
428,10138784,First aid kit
429,10138784,Essentials
430,10138784,Shampoo
431,10138784,Hangers
432,10138784,Hair dryer
433,10138784,translation missing: en.hosting_amenity_49
434,10138784,translation missing: en.hosting_amenity_50
435,10138784,Hot water
436,10138784,Bed linens
437,10138784,Host greets you
438,10030955,TV
439,10030955,Cable TV
440,10030955,Internet
441,10030955,Wifi
442,10030955,Air conditioning
443,10030955,Pool
444,10030955,Kitchen
445,10030955,Free parking on premises
446,10030955,Doorman
447,10030955,Gym
448,10030955,Elevator
449,10030955,Buzzer/wireless intercom
450,10030955,Family/kid friendly
451,10030955,Washer
452,10030955,Essentials
453,10030955,24-hour check-in
454,10006546,TV
455,10006546,Cable TV
456,10006546,Wifi
457,10006546,Kitchen
458,10006546,Paid parking off premises
459,10006546,Smoking allowed
460,10006546,Pets allowed
461,10006546,Buzzer/wireless intercom
462,10006546,Heating
463,10006546,Family/kid friendly
464,10006546,Washer
465,10006546,First aid kit
466,10006546,Fire extinguisher
467,10006546,Essentials
468,10006546,Hangers
469,10006546,Hair dryer
470,10006546,Iron
471,10006546,Pack ’n Play/travel crib
472,10006546,Room-darkening shades
473,10006546,Hot water
474,10006546,Bed linens
475,10006546,Extra pillows and blankets
476,10006546,Microwave
477,10006546,Coffee maker
478,10006546,Refrigerator
479,10006546,Dishwasher
480,10006546,Dishes and silverware
481,10006546,Cooking basics
482,10006546,Oven
483,10006546,Stove
484,10006546,Cleaning before checkout
485,10006546,Waterfront
486,10047964,TV
487,10047964,Cable TV
488,10047964,Internet
489,10047964,Wifi
490,10047964,Kitchen
491,10047964,Free parking on premises
492,10047964,Pets allowed
493,10047964,Pets live on this property
494,10047964,Cat(s)
495,10047964,Heating
496,10047964,Family/kid friendly
497,10047964,Washer
498,10047964,Essentials
499,10047964,Shampoo
500,10047964,24-hour check-in
501,10047964,Hangers
502,10047964,Hair dryer
503,10047964,Iron
504,10047964,Laptop friendly workspace
505,1001265,TV
506,1001265,Cable TV
507,1001265,Wifi
508,1001265,Air conditioning
509,1001265,Pool
510,1001265,Kitchen
511,1001265,Free parking on premises
512,1001265,Elevator
513,1001265,Hot tub
514,1001265,Washer
515,1001265,Dryer
516,1001265,Essentials
517,1001265,Shampoo
518,1001265,Hangers
519,1001265,Hair dryer
520,1001265,Iron
521,1001265,Laptop friendly workspace
522,1001265,Self check-in
523,1001265,Lockbox
524,1001265,Hot water
525,1001265,Bed linens
526,1001265,Extra pillows and blankets
527,1001265,Ethernet connection
528,1001265,Microwave
529,1001265,Coffee maker
530,1001265,Refrigerator
531,1001265,Dishes and silverware
532,1001265,Cooking basics
533,1001265,Stove
534,1001265,BBQ grill
535,1001265,Garden or backyard
536,1001265,Well-lit path to entrance
537,1001265,Disabled parking spot
538,1001265,Step-free access
539,1001265,Wide clearance to bed
540,1001265,Step-free access
541,10116256,TV
542,10116256,Internet
543,10116256,Wifi
544,10116256,Air conditioning
545,10116256,Wheelchair accessible
546,10116256,Kitchen
547,10116256,Paid parking off premises
548,10116256,Smoking allowed
549,10116256,Doorman
550,10116256,Elevator
551,10116256,Buzzer/wireless intercom
552,10116256,Heating
553,10116256,Family/kid friendly
554,10116256,Suitable for events
555,10116256,Washer
556,10116256,Dryer
557,10116256,Smoke detector
558,10116256,Carbon monoxide detector
559,10116256,Fire extinguisher
560,10116256,Essentials
561,10116256,Shampoo
562,10116256,24-hour check-in
563,10116256,Hangers
564,10116256,Hair dryer
565,10116256,Iron
566,10116256,Laptop friendly workspace
567,10116256,Self check-in
568,10116256,Building staff
569,10116256,Hot water
570,10116256,Luggage dropoff allowed
571,10116256,Long term stays allowed
572,10109896,TV
573,10109896,Cable TV
574,10109896,Wifi
575,10109896,Air conditioning
576,10109896,Kitchen
577,10109896,Buzzer/wireless intercom
578,10109896,Heating
579,10109896,Family/kid friendly
580,10109896,Washer
581,10109896,Dryer
582,10109896,Smoke detector
583,10109896,Essentials
584,10109896,Shampoo
585,10109896,Hangers
586,10109896,Hair dryer
587,10109896,Iron
588,10109896,Laptop friendly workspace
589,10057447,Internet
590,10057447,Wifi
591,10057447,Kitchen
592,10057447,Heating
593,10057447,Family/kid friendly
594,10057447,Washer
595,10057447,Dryer
596,10057447,Smoke detector
597,10057447,First aid kit
598,10057447,Safety card
599,10057447,Fire extinguisher
600,10057447,Essentials
601,10057447,Shampoo
602,10057447,24-hour check-in
603,10057447,Hangers
604,10057447,Iron
605,10057447,Laptop friendly workspace
606,10057826,TV
607,10057826,Cable TV
608,10057826,Internet
609,10057826,Wifi
610,10057826,Air conditioning
611,10057826,Kitchen
612,10057826,Doorman
613,10057826,Gym
614,10057826,Elevator
615,10057826,Heating
616,10057826,Family/kid friendly
617,10057826,Washer
618,10057826,Dryer
619,10057826,Smoke detector
620,10057826,Carbon monoxide detector
621,10057826,First aid kit
622,10057826,Fire extinguisher
623,10057826,Essentials
624,10057826,Shampoo
625,10057826,24-hour check-in
626,10057826,Hangers
627,10057826,Hair dryer
628,10057826,Iron
629,10092679,Wifi
630,10092679,Kitchen
631,10092679,Smoking allowed
632,10092679,Breakfast
633,10092679,Pets live on this property
634,10092679,Cat(s)
635,10092679,Free street parking
636,10092679,Heating
637,10092679,Washer
638,10092679,Essentials
639,10092679,Shampoo
640,10092679,Lock on bedroom door
641,10092679,Hangers
642,10092679,Hair dryer
643,10092679,Iron
644,10092679,Laptop friendly workspace
645,10092679,Hot water
646,10092679,Bed linens
647,10092679,Extra pillows and blankets
648,10092679,Coffee maker
649,10092679,Refrigerator
650,10092679,Dishwasher
651,10092679,Cooking basics
652,10092679,Patio or balcony
653,10092679,Luggage dropoff allowed
654,10092679,Host greets you
655,10228731,Internet
656,10228731,Wifi
657,10228731,Kitchen
658,10228731,Free parking on premises
659,10228731,Family/kid friendly
660,10228731,Washer
661,1019168,TV
662,1019168,Wifi
663,1019168,Kitchen
664,1019168,Paid parking off premises
665,1019168,Pets live on this property
666,1019168,Cat(s)
667,1019168,Free street parking
668,1019168,Heating
669,1019168,Family/kid friendly
670,1019168,Washer
671,1019168,Dryer
672,1019168,Smoke detector
673,1019168,First aid kit
674,1019168,Fire extinguisher
675,1019168,Essentials
676,1019168,Shampoo
677,1019168,Hangers
678,1019168,Hair dryer
679,1019168,Iron
680,1019168,Laptop friendly workspace
681,1019168,Self check-in
682,1019168,Lockbox
683,1019168,Hot water
684,1019168,Microwave
685,1019168,Coffee maker
686,1019168,Refrigerator
687,1019168,Dishes and silverware
688,1019168,Cooking basics
689,1019168,Oven
690,1019168,Stove
691,1019168,BBQ grill
692,1019168,Garden or backyard
693,1019168,Luggage dropoff allowed
694,1019168,Long term stays allowed
695,10240767,TV
696,10240767,Wifi
697,10240767,Air conditioning
698,10240767,Kitchen
699,10240767,Free parking on premises
700,10240767,Pets live on this property
701,10240767,Cat(s)
702,10240767,Family/kid friendly
703,10240767,Suitable for events
704,10240767,Washer
705,10240767,Dryer
706,10240767,Smoke detector
707,10240767,First aid kit
708,10240767,Fire extinguisher
709,10240767,Essentials
710,10240767,Shampoo
711,10240767,Hangers
712,10240767,Hair dryer
713,10240767,Iron
714,10240767,Laptop friendly workspace
715,10240767,Children’s books and toys
716,10240767,Hot water
717,10240767,Bed linens
718,10240767,Extra pillows and blankets
719,10240767,Microwave
720,10240767,Coffee maker
721,10240767,Refrigerator
722,10240767,Dishes and silverware
723,10240767,Cooking basics
724,10240767,Oven
725,10240767,Stove
726,10240767,BBQ grill
727,10240767,Patio or balcony
728,10240767,Garden or backyard
729,10240767,Luggage dropoff allowed
730,10240767,Long term stays allowed
731,10240767,Cleaning before checkout
732,10240767,Host greets you
733,1022200,Cable TV
734,1022200,Internet
735,1022200,Wifi
736,1022200,Air conditioning
737,1022200,Pool
738,1022200,Kitchen
739,1022200,Free parking on premises
740,1022200,Gym
741,1022200,Family/kid friendly
742,1022200,Washer
743,1022200,Dryer
744,10227000,TV
745,10227000,Cable TV
746,10227000,Internet
747,10227000,Wifi
748,10227000,Air conditioning
749,10227000,Wheelchair accessible
750,10227000,Pool
751,10227000,Kitchen
752,10227000,Free parking on premises
753,10227000,Doorman
754,10227000,Gym
755,10227000,Elevator
756,10227000,Hot tub
757,10227000,Indoor fireplace
758,10227000,Buzzer/wireless intercom
759,10227000,Heating
760,10227000,Family/kid friendly
761,10227000,Suitable for events
762,10227000,Washer
763,10227000,Dryer
764,10227000,Smoke detector
765,10227000,Carbon monoxide detector
766,10227000,First aid kit
767,10227000,Safety card
768,10227000,Fire extinguisher
769,10227000,Essentials
770,10227000,24-hour check-in
771,10227000,Hangers
772,10227000,Hair dryer
773,10227000,Iron
774,10227000,Laptop friendly workspace
775,10186755,TV
776,10186755,Internet
777,10186755,Wifi
778,10186755,Air conditioning
779,10186755,Kitchen
780,10186755,Doorman
781,10186755,Elevator
782,10186755,Heating
783,10186755,Family/kid friendly
784,10186755,Washer
785,10186755,Essentials
786,10186755,24-hour check-in
787,10186755,Hair dryer
788,10186755,Iron
789,10186755,Laptop friendly workspace
790,10141950,TV
791,10141950,Wifi
792,10141950,Air conditioning
793,10141950,Kitchen
794,10141950,Elevator
795,10141950,Buzzer/wireless intercom
796,10141950,Heating
797,10141950,Washer
798,10141950,Dryer
799,10141950,Essentials
800,10141950,Hair dryer
801,10141950,Iron
802,10141950,Laptop friendly workspace
803,10184012,Air conditioning
804,10184012,Kitchen
805,10184012,Free parking on premises
806,10184012,Doorman
807,10184012,Elevator
808,10184012,Buzzer/wireless intercom
809,10184012,Family/kid friendly
810,10184012,Washer
811,10184012,Essentials
812,10184012,Hangers
813,10184012,Iron
814,10233856,TV
815,10233856,Wifi
816,10233856,Air conditioning
817,10233856,Doorman
818,10233856,Elevator
819,10233856,Family/kid friendly
820,10233856,Smoke detector
821,10233856,Essentials
822,10233856,Lock on bedroom door
823,10233856,Hangers
824,10233856,Hair dryer
825,10215858,TV
826,10215858,Wifi
827,10215858,Air conditioning
828,10215858,Doorman
829,10215858,Elevator
830,10215858,Family/kid friendly
831,10215858,Smoke detector
832,10215858,Essentials
833,10215858,Lock on bedroom door
834,10215858,Hangers
835,10215858,Hair dryer
836,10199760,TV
837,10199760,Internet
838,10199760,Wifi
839,10199760,Kitchen
840,10199760,Heating
841,10199760,Family/kid friendly
842,10199760,Washer
843,10199760,Dryer
844,10199760,Smoke detector
845,10199760,Carbon monoxide detector
846,10199760,First aid kit
847,10199760,Fire extinguisher
848,10199760,Shampoo
849,10199760,Hangers
850,10199760,Hair dryer
851,10199760,Iron
852,10199760,Laptop friendly workspace
853,10201975,TV
854,10201975,Cable TV
855,10201975,Internet
856,10201975,Wifi
857,10201975,Air conditioning
858,10201975,Kitchen
859,10201975,Free parking on premises
860,10201975,Smoking allowed
861,10201975,Doorman
862,10201975,Elevator
863,10201975,Buzzer/wireless intercom
864,10201975,Family/kid friendly
865,10201975,Washer
866,10201975,Dryer
867,10201975,Essentials
868,10201975,Shampoo
869,10201975,24-hour check-in
870,10201975,Hangers
871,10201975,Hair dryer
872,10201975,Iron
873,10201975,Laptop friendly workspace
874,10201975,Hot water
875,10201975,Luggage dropoff allowed
876,10201975,Long term stays allowed
877,10201975,Host greets you
878,10213499,TV
879,10213499,Cable TV
880,10213499,Internet
881,10213499,Wifi
882,10213499,Pool
883,10213499,Kitchen
884,10213499,Free parking on premises
885,10213499,Pets live on this property
886,10213499,Dog(s)
887,10213499,Heating
888,10213499,Washer
889,10213499,First aid kit
890,10213499,Essentials
891,10213499,Shampoo
892,10213499,Hangers
893,10213499,Hair dryer
894,10213499,Iron
895,10213499,Hot water
896,10213499,Bed linens
897,10213499,Extra pillows and blankets
898,10213499,Ethernet connection
899,10264100,TV
900,10264100,Cable TV
901,10264100,Wifi
902,10264100,Air conditioning
903,10264100,Kitchen
904,10264100,Paid parking off premises
905,10264100,Doorman
906,10264100,Elevator
907,10264100,Buzzer/wireless intercom
908,10264100,Family/kid friendly
909,10264100,Washer
910,10264100,First aid kit
911,10264100,Essentials
912,10264100,Hangers
913,10264100,Hair dryer
914,10264100,Iron
915,10264100,Laptop friendly workspace
916,10264100,translation missing: en.hosting_amenity_50
917,10264100,Window guards
918,10264100,Hot water
919,10264100,Bed linens
920,10264100,Extra pillows and blankets
921,10264100,Microwave
922,10264100,Coffee maker
923,10264100,Refrigerator
924,10264100,Dishes and silverware
925,10264100,Cooking basics
926,10264100,Oven
927,10264100,Stove
928,10264100,Long term stays allowed
929,10264100,Host greets you
930,10209136,Internet
931,10209136,Wifi
932,10209136,Kitchen
933,10209136,Free parking on premises
934,10209136,Heating
935,10209136,Family/kid friendly
936,10209136,Washer
937,10209136,Dryer
938,10209136,First aid kit
939,10209136,Essentials
940,10220130,TV
941,10220130,Cable TV
942,10220130,Internet
943,10220130,Wifi
944,10220130,Air conditioning
945,10220130,Pool
946,10220130,Kitchen
947,10220130,Free parking on premises
948,10220130,Doorman
949,10220130,Gym
950,10220130,Elevator
951,10220130,Hot tub
952,10220130,Buzzer/wireless intercom
953,10220130,Family/kid friendly
954,10220130,Washer
955,10220130,Dryer
956,10220130,Safety card
957,10220130,Fire extinguisher
958,10220130,Essentials
959,10220130,Hangers
960,10220130,Iron
961,10220130,Laptop friendly workspace
962,10220130,translation missing: en.hosting_amenity_50
963,10166986,TV
964,10166986,Internet
965,10166986,Wifi
966,10166986,Air conditioning
967,10166986,Wheelchair accessible
968,10166986,Pool
969,10166986,Kitchen
970,10166986,Doorman
971,10166986,Gym
972,10166986,Elevator
973,10166986,Hot tub
974,10166986,Buzzer/wireless intercom
975,10166986,Heating
976,10166986,Family/kid friendly
977,10166986,Washer
978,10166986,Dryer
979,10166986,Smoke detector
980,10166986,Essentials
981,10166986,24-hour check-in
982,10166986,Hangers
983,10166986,Iron
984,10166883,TV
985,10166883,Internet
986,10166883,Wifi
987,10166883,Air conditioning
988,10166883,Kitchen
989,10166883,Paid parking off premises
990,10166883,Free street parking
991,10166883,Buzzer/wireless intercom
992,10166883,Heating
993,10166883,Smoke detector
994,10166883,Carbon monoxide detector
995,10166883,Essentials
996,10166883,Shampoo
997,10166883,24-hour check-in
998,10166883,Hair dryer
999,10166883,Iron
1000,10166883,Laptop friendly workspace
1001,10166883,translation missing: en.hosting_amenity_49
1002,10166883,translation missing: en.hosting_amenity_50
1003,10166883,Hot water
1004,10166883,Microwave
1005,10166883,Refrigerator
1006,10166883,Dishes and silverware
1007,10166883,Cooking basics
1008,10166883,Oven
1009,10166883,Stove
1010,10166883,Single level home
1011,10166883,Other
1012,1016739,TV
1013,1016739,Internet
1014,1016739,Wifi
1015,1016739,Kitchen
1016,1016739,Smoking allowed
1017,1016739,Doorman
1018,1016739,Free street parking
1019,1016739,Family/kid friendly
1020,1016739,Washer
1021,1016739,Dryer
1022,1016739,Smoke detector
1023,1016739,Safety card
1024,1016739,Fire extinguisher
1025,1016739,Essentials
1026,1016739,Lock on bedroom door
1027,1016739,24-hour check-in
1028,1016739,Hangers
1029,1016739,Hair dryer
1030,1016739,Iron
1031,1016739,Laptop friendly workspace
1032,1016739,Self check-in
1033,1016739,Keypad
1034,1016739,Hot water
1035,10295352,Cable TV
1036,10295352,Wifi
1037,10295352,Air conditioning
1038,10295352,Wheelchair accessible
1039,10295352,Smoking allowed
1040,10295352,Doorman
1041,10295352,Elevator
1042,10295352,Buzzer/wireless intercom
1043,10295352,Family/kid friendly
1044,10295352,Washer
1045,10295352,Iron
1046,10267144,TV
1047,10267144,Cable TV
1048,10267144,Internet
1049,10267144,Wifi
1050,10267144,Air conditioning
1051,10267144,Pool
1052,10267144,Kitchen
1053,10267144,Smoking allowed
1054,10267144,Doorman
1055,10267144,Breakfast
1056,10267144,Elevator
1057,10267144,Free street parking
1058,10267144,Washer
1059,10267144,First aid kit
1060,10267144,Essentials
1061,10267144,Shampoo
1062,10267144,24-hour check-in
1063,10267144,Hangers
1064,10267144,Hair dryer
1065,10267144,Iron
1066,10267144,Laptop friendly workspace
1067,10267144,Hot water
1068,10267144,Luggage dropoff allowed
1069,10267144,Long term stays allowed
1070,10267144,Host greets you
1071,10266175,TV
1072,10266175,Cable TV
1073,10266175,Internet
1074,10266175,Wifi
1075,10266175,Air conditioning
1076,10266175,Pool
1077,10266175,Kitchen
1078,10266175,Elevator
1079,10266175,Family/kid friendly
1080,10266175,Washer
1081,10266175,Dryer
1082,10266175,Smoke detector
1083,10266175,Carbon monoxide detector
1084,10266175,Fire extinguisher
1085,10266175,Essentials
1086,10266175,Shampoo
1087,10266175,24-hour check-in
1088,10266175,Hangers
1089,10266175,Hair dryer
1090,10266175,Iron
1091,10266175,Laptop friendly workspace
1092,10266175,Hot water
1093,10266175,Long term stays allowed
1094,10266175,Other
1095,10266175,Paid parking on premises
1096,10299095,TV
1097,10299095,Wifi
1098,10299095,Kitchen
1099,10299095,Pets live on this property
1100,10299095,Cat(s)
1101,10299095,Elevator
1102,10299095,Washer
1103,10299095,Dryer
1104,10299095,Fire extinguisher
1105,10299095,Essentials
1106,10299095,translation missing: en.hosting_amenity_49
